time_period,time_identifier,geographic_level,country_code,country_name,version,breakdown_topic,breakdown,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201617,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Boys,980,21048,10186,913,21070,12365,2964,7799,768,61,70,z,20016,2020861,21070,13429,4214,6774,722,61,72,z,20189,2079016,21068,14147,3721,6118,632,75,67,z,20227,2074516,21049,13606,1982,5377,z,z,z,z,z,z,1237,414,278,z,52,41,44,21047,15192,5767,44,44,48,4,59,14,37,4,0,0,z,101,64,20,32,3,0,0,z,103,67,18,29,3,0,0,z,103,65,9,26,z,z,z,z,z,z,6,2,1,z,0,0,0,72,27,0,0
201617,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Girls,981,20691,11506,1245,20710,13494,3848,6613,477,56,56,z,20017,2048769,20710,15159,5600,4977,452,56,56,z,20133,2112338,20709,13967,2984,6160,439,69,45,z,20103,2053992,20691,15968,3631,3547,z,z,z,z,z,z,725,203,139,z,40,32,37,20690,15905,4714,36,35,56,6,65,19,32,2,0,0,z,102,73,27,24,2,0,0,z,105,67,14,30,2,0,0,z,102,77,18,17,z,z,z,z,z,z,4,1,1,z,0,0,0,77,23,0,0
201617,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Total,983,41739,21692,2158,41780,25859,6812,14412,1245,117,126,z,40033,4069630,41780,28588,9814,11751,1174,117,128,z,40322,4191354,41777,28114,6705,12278,1071,144,112,z,40330,4128508,41740,29574,5613,8924,z,z,z,z,z,z,1962,617,417,z,92,73,81,41737,31097,10481,80,79,52,5,62,16,34,3,0,0,z,102,68,23,28,3,0,0,z,104,67,16,29,3,0,0,z,102,71,13,21,z,z,z,z,z,z,5,1,1,z,0,0,0,75,25,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Boys,14914,300690,175446,22172,300895,209018,65786,82502,7655,679,832,z,290554,30058514,300873,222467,81547,69605,7015,723,771,z,291995,30686219,300866,228211,74515,64445,6374,809,722,z,292404,30544876,300726,214966,39710,65692,z,z,z,z,z,z,12280,3868,2311,z,733,405,471,300724,242581,57210,444,489,58,7,69,22,27,3,0,0,z,103,74,27,23,2,0,0,z,105,76,25,21,2,0,0,z,104,71,13,22,z,z,z,z,z,z,4,1,1,z,0,0,0,81,19,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Girls,14914,291409,190606,29861,291558,219824,81777,66214,4273,497,525,z,285513,29940232,291537,238667,103664,47558,3987,502,512,z,286187,30596859,291536,220560,61148,65564,4014,586,488,z,285927,29723461,291437,241863,66386,39543,z,z,z,z,z,z,6187,1741,1076,z,410,255,362,291429,246210,44575,280,364,65,10,75,28,23,1,0,0,z,105,82,36,16,1,0,0,z,107,76,21,22,1,0,0,z,104,83,23,14,z,z,z,z,z,z,2,1,0,z,0,0,0,84,15,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Total,14977,592099,366052,52033,592453,428842,147563,148716,11928,1176,1357,z,576067,59998746,592410,461134,185211,117163,11002,1225,1283,z,578182,61283078,592402,448771,135663,130009,10388,1395,1210,z,578331,60268337,592163,456829,106096,105235,z,z,z,z,z,z,18467,5609,3387,z,1143,660,833,592153,488791,101785,724,853,62,9,72,25,25,2,0,0,z,104,78,31,20,2,0,0,z,106,76,23,22,2,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Boys,15604,305949,175482,22172,306350,209283,65823,83122,12137,721,878,z,291383,30137277,306328,222629,81562,70320,11492,770,825,z,292867,30767401,306319,228342,74527,65223,10795,886,768,z,293278,30624615,305985,215068,39717,66182,z,z,z,z,z,z,12788,4498,3301,z,3182,442,524,305973,242784,62074,487,628,57,7,68,21,27,4,0,0,z,103,73,27,23,4,0,0,z,105,75,24,21,4,0,0,z,104,70,13,22,z,z,z,z,z,z,4,1,1,z,1,0,0,79,20,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Girls,15485,293159,190607,29861,293385,219847,81780,66282,5994,501,534,z,285596,29947976,293364,238684,103665,47632,5710,507,520,z,286277,30605147,293362,220565,61149,65645,5740,591,497,z,285998,29729769,293187,241880,66388,39613,z,z,z,z,z,z,6280,1898,1362,z,1509,261,384,293176,246227,46247,289,413,65,10,75,28,23,2,0,0,z,105,81,35,16,2,0,0,z,107,75,21,22,2,0,0,z,104,83,23,14,z,z,z,z,z,z,2,1,0,z,1,0,0,84,16,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Total,15676,599108,366089,52033,599735,429130,147603,149404,18131,1222,1412,z,576979,60085253,599692,461313,185227,117952,17202,1277,1345,z,579144,61372548,599681,448907,135676,130868,16535,1477,1265,z,579276,60354384,599172,456948,106105,105795,z,z,z,z,z,z,19068,6396,4663,z,4691,703,908,599149,489011,108321,776,1041,61,9,72,25,25,3,0,0,z,104,77,31,20,3,0,0,z,106,75,23,22,3,0,0,z,104,76,18,18,z,z,z,z,z,z,3,1,1,z,1,0,0,82,18,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Boys,15686,306282,175488,22172,306709,209338,65830,83275,12250,742,895,z,291576,30155402,306687,222656,81562,70502,11605,790,842,z,293072,30786499,306678,228371,74528,65407,10899,912,784,z,293484,30643454,306318,215085,39717,66341,z,z,z,z,z,z,12847,4531,3327,z,3186,468,533,306306,242817,62321,510,658,57,7,68,21,27,4,0,0,z,103,73,27,23,4,0,0,z,105,74,24,21,4,0,0,z,104,70,13,22,z,z,z,z,z,z,4,1,1,z,1,0,0,79,20,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Girls,15513,293199,190608,29861,293433,219854,81780,66304,6008,506,534,z,285624,29950625,293412,238693,103665,47651,5723,513,521,z,286305,30607836,293410,220568,61149,65670,5753,598,497,z,286026,29732336,293227,241884,66388,39635,z,z,z,z,z,z,6284,1900,1364,z,1509,266,385,293216,246230,46277,293,416,65,10,75,28,23,2,0,0,z,105,81,35,16,2,0,0,z,107,75,21,22,2,0,0,z,104,82,23,14,z,z,z,z,z,z,2,1,0,z,1,0,0,84,16,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Total,15759,599481,366096,52033,600142,429192,147610,149579,18258,1248,1429,z,577200,60106027,600099,461349,185227,118153,17328,1303,1363,z,579377,61394335,600088,448939,135677,131077,16652,1510,1281,z,579510,60375790,599545,456969,106105,105976,z,z,z,z,z,z,19131,6431,4691,z,4695,734,918,599522,489047,108598,803,1074,61,9,72,25,25,3,0,0,z,104,77,31,20,3,0,0,z,106,75,23,22,3,0,0,z,104,76,18,18,z,z,z,z,z,z,3,1,1,z,1,0,0,82,18,0,0
201617,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Boys,690,5259,36,0,5455,265,37,620,4482,42,46,z,829,78763,5455,162,15,715,4477,47,54,z,872,81182,5453,131,12,778,4421,77,46,z,874,79739,5259,102,7,490,z,z,z,z,z,z,508,630,990,z,2449,37,53,5249,203,4864,43,139,1,0,5,1,11,82,1,1,z,95,3,0,13,82,1,1,z,93,2,0,14,81,1,1,z,91,2,0,9,z,z,z,z,z,z,10,12,19,z,47,1,1,4,93,1,3
201617,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Girls,571,1750,1,0,1827,23,3,68,1721,4,9,z,83,7744,1827,17,1,74,1723,5,8,z,90,8288,1826,5,1,81,1726,5,9,z,71,6308,1750,17,2,70,z,z,z,z,z,z,93,157,286,z,1099,6,22,1747,17,1672,9,49,0,0,1,0,4,94,0,0,z,93,1,0,4,94,0,0,z,92,0,0,4,95,0,0,z,89,1,0,4,z,z,z,z,z,z,5,9,16,z,63,0,1,1,96,1,3
201617,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Total,699,7009,37,0,7282,288,40,688,6203,46,55,z,912,86507,7282,179,16,789,6200,52,62,z,962,89470,7279,136,13,859,6147,82,55,z,945,86047,7009,119,9,560,z,z,z,z,z,z,601,787,1276,z,3548,43,75,6996,220,6536,52,188,1,0,4,1,9,85,1,1,z,95,2,0,11,85,1,1,z,93,2,0,12,84,1,1,z,91,2,0,8,z,z,z,z,z,z,9,11,18,z,51,1,1,3,93,1,3
201718,Academic year,National,E92000001,England,Final,School cohort size,1 to 15 pupils,State-funded mainstream schools,Total,2148,21894,13908,2140,21901,17159,6813,4224,391,56,48,z,21356,2256460,21894,16590,6319,4806,357,55,43,z,21395,2250622,21899,16097,4470,5322,349,61,43,z,21414,2220598,21896,17083,4896,3975,z,z,z,z,z,z,465,164,106,z,44,25,34,21898,18752,3084,29,33,64,10,78,31,19,2,0,0,z,106,76,29,22,2,0,0,z,105,74,20,24,2,0,0,z,104,78,22,18,z,z,z,z,z,z,2,1,0,z,0,0,0,86,14,0,0
201718,Academic year,National,E92000001,England,Final,School cohort size,16 to 30 pupils,State-funded mainstream schools,Total,5026,128863,84682,12544,128889,99680,37820,26234,2196,251,282,z,125729,13240113,128860,101367,43388,24734,2039,263,267,z,126085,13371162,128889,98734,29615,27287,1977,308,255,z,125969,13142146,128865,101849,25757,21650,z,z,z,z,z,z,3030,1016,791,z,215,109,159,128864,107680,20900,120,164,66,10,77,29,20,2,0,0,z,105,79,34,19,2,0,0,z,106,77,23,21,2,0,0,z,104,79,20,17,z,z,z,z,z,z,2,1,1,z,0,0,0,84,16,0,0
201718,Academic year,National,E92000001,England,Final,School cohort size,31 to 60 pupils,State-funded mainstream schools,Total,5652,270484,174661,26247,270614,204171,74479,60003,5004,545,485,z,263736,27656459,270614,211170,92202,53518,4624,583,465,z,264633,28055836,270536,205820,62976,58634,4431,692,444,z,264312,27564323,270563,213197,53300,45740,z,z,z,z,z,z,6624,2235,1556,z,576,284,317,270526,224113,45782,296,335,65,10,75,28,22,2,0,0,z,105,78,34,20,2,0,0,z,106,76,23,22,2,0,0,z,104,79,20,17,z,z,z,z,z,z,2,1,1,z,0,0,0,83,17,0,0
201718,Academic year,National,E92000001,England,Final,School cohort size,61 to 90 pupils,State-funded mainstream schools,Total,1714,130589,85861,13703,130659,99418,37388,28268,2377,234,188,z,127499,13394117,130661,103824,48337,24050,2212,245,177,z,127854,13622145,130622,100859,33131,26962,2081,291,166,z,127752,13369902,130629,104171,26355,21214,z,z,z,z,z,z,3111,1034,646,z,185,115,153,130624,109035,21323,117,149,66,10,76,29,22,2,0,0,z,105,79,37,18,2,0,0,z,107,77,25,21,2,0,0,z,105,80,20,16,z,z,z,z,z,z,2,1,0,z,0,0,0,83,16,0,0
201718,Academic year,National,E92000001,England,Final,School cohort size,91+ pupils,State-funded mainstream schools,Total,514,59717,39414,6654,59740,45786,17806,12638,987,111,93,z,58334,6139810,59739,47639,22673,10996,893,107,96,z,58630,6256258,59739,46070,15693,12491,830,135,87,z,58537,6130982,59718,48314,12753,9389,z,z,z,z,z,z,1152,388,253,z,97,76,49,59716,50647,8938,74,57,66,11,77,30,21,2,0,0,z,105,80,38,18,1,0,0,z,107,77,26,21,1,0,0,z,105,81,21,16,z,z,z,z,z,z,2,1,0,z,0,0,0,85,15,0,0
201718,Academic year,National,E92000001,England,Final,School phase,Junior,State-funded mainstream schools,Total,1056,78609,52174,8492,78661,60834,23418,16397,1163,160,100,z,77125,8122565,78659,62432,28352,14860,1053,148,98,z,77282,8222133,78624,60771,19908,16465,1016,189,87,z,77198,8077094,78646,63818,16884,12319,z,z,z,z,z,z,1473,452,329,z,90,103,62,78642,66825,11642,110,65,66,11,77,30,21,1,0,0,z,105,79,36,19,1,0,0,z,106,77,25,21,1,0,0,z,105,81,21,16,z,z,z,z,z,z,2,1,0,z,0,0,0,85,15,0,0
201718,Academic year,National,E92000001,England,Final,School phase,Middle,State-funded mainstream schools,Total,114,13408,8420,1259,13414,10237,3890,3011,107,41,17,z,13228,1388387,13413,10161,4147,3099,98,38,17,z,13258,1396486,13414,9799,2853,3463,89,49,14,z,13256,1373214,13408,10704,2729,2330,z,z,z,z,z,z,242,70,35,z,4,20,3,13406,11474,1909,19,4,63,9,76,29,22,1,0,0,z,105,76,31,23,1,0,0,z,105,73,21,26,1,0,0,z,104,80,20,17,z,z,z,z,z,z,2,1,0,z,0,0,0,86,14,0,0
201718,Academic year,National,E92000001,England,Final,School phase,Other,State-funded mainstream schools,Total,107,6280,3740,541,6285,4493,1613,1567,86,16,5,z,6038,629109,6285,4677,2057,1502,80,21,5,z,6178,650768,6285,4505,1354,1542,90,23,6,z,6042,626139,6280,4692,1062,1216,z,z,z,z,z,z,221,55,59,z,19,10,8,6280,4871,1388,9,12,60,9,71,26,25,1,0,0,z,104,74,33,24,1,0,0,z,105,72,22,25,1,0,0,z,104,75,17,19,z,z,z,z,z,z,4,1,1,z,0,0,0,78,22,0,0
201718,Academic year,National,E92000001,England,Final,School phase,Primary,State-funded mainstream schools,Total,13777,513250,334192,50996,513443,390650,145385,110392,9599,980,974,z,500263,52546898,513411,403320,178363,98643,8894,1046,928,z,501879,53286636,513362,392505,121770,109226,8473,1226,888,z,501488,52351504,513337,405400,102386,86103,z,z,z,z,z,z,12446,4260,2929,z,1004,476,639,513300,427057,85088,498,657,65,10,76,28,22,2,0,0,z,105,79,35,19,2,0,0,z,106,76,24,21,2,0,0,z,104,79,20,17,z,z,z,z,z,z,2,1,1,z,0,0,0,83,17,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Church of England,State-funded mainstream schools,Total,4024,117500,78020,12474,117523,92325,36641,23040,1700,199,174,z,115230,12172104,117514,93128,40164,22376,1525,215,168,z,115483,12258862,117522,90342,28042,25080,1486,260,157,z,115383,12050581,117501,94289,25006,19233,z,z,z,z,z,z,2313,763,517,z,165,112,109,117498,100177,17087,119,115,66,11,79,31,20,1,0,0,z,106,79,34,19,1,0,0,z,106,77,24,21,1,0,0,z,104,80,21,16,z,z,z,z,z,z,2,1,0,z,0,0,0,85,15,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Jewish,State-funded mainstream schools,Total,32,1339,1026,198,1339,1165,529,154,16,3,0,z,1318,141819,1338,1169,603,150,17,2,0,z,1319,142876,1339,1130,416,189,15,5,0,z,1319,140284,1339,1155,342,164,z,z,z,z,z,z,14,3,1,z,0,0,2,1339,1201,136,0,2,77,15,87,40,12,1,0,0,z,108,87,45,11,1,0,0,z,108,84,31,14,1,0,0,z,106,86,26,12,z,z,z,z,z,z,1,0,0,z,0,0,0,90,10,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Methodist,State-funded mainstream schools,Total,23,597,389,63,597,469,158,117,8,3,0,z,586,61598,597,467,171,121,7,2,0,z,588,61934,597,457,132,129,7,4,0,z,586,61112,597,468,122,107,z,z,z,z,z,z,12,6,0,z,1,0,3,597,502,92,0,3,65,11,79,26,20,1,1,0,z,105,78,29,20,1,0,0,z,105,77,22,22,1,1,0,z,104,78,20,18,z,z,z,z,z,z,2,1,0,z,0,0,1,84,15,0,1
201718,Academic year,National,E92000001,England,Final,School religious character,Muslim,State-funded mainstream schools,Total,9,491,373,64,492,402,152,80,8,1,1,z,482,51019,492,433,249,49,8,1,1,z,482,52659,492,431,154,51,8,1,1,z,481,51254,491,422,127,58,z,z,z,z,z,z,7,1,0,z,1,0,2,491,433,56,0,2,76,13,82,31,16,2,0,0,z,106,88,51,10,2,0,0,z,109,88,31,10,2,0,0,z,107,86,26,12,z,z,z,z,z,z,1,0,0,z,0,0,0,88,11,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,No religious character,State-funded mainstream schools,Total,9276,431478,276638,41500,431703,323216,117297,97393,8500,902,825,z,419878,43987060,431676,335510,147748,86095,7888,942,787,z,421537,44690623,431587,326786,100885,94515,7471,1111,746,z,421063,43902999,431600,339067,84417,73407,z,z,z,z,z,z,10938,3700,2562,z,868,460,518,431560,356350,74189,476,545,64,10,75,27,23,2,0,0,z,105,78,34,20,2,0,0,z,106,76,23,22,2,0,0,z,104,79,20,17,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Other Christian faith,State-funded mainstream schools,Total,73,2789,1824,306,2789,2149,889,590,35,10,5,z,2737,288315,2789,2143,935,598,34,10,4,z,2741,289940,2789,2127,678,614,30,13,5,z,2740,285529,2789,2177,577,475,z,z,z,z,z,z,90,22,14,z,6,2,3,2789,2319,465,2,3,65,11,77,32,21,1,0,0,z,105,77,34,21,1,0,0,z,106,76,24,22,1,0,0,z,104,78,21,17,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Other religious character,State-funded mainstream schools,Total,3,118,91,19,118,97,37,19,2,0,0,z,116,12393,118,109,69,7,2,0,0,z,116,12905,118,104,48,12,2,0,0,z,116,12525,118,103,30,13,z,z,z,z,z,z,1,1,0,z,0,0,0,118,106,12,0,0,77,16,82,31,16,2,0,0,z,107,92,58,6,2,0,0,z,111,88,41,10,2,0,0,z,108,87,25,11,z,z,z,z,z,z,1,1,0,z,0,0,0,90,10,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Roman Catholic,State-funded mainstream schools,Total,1609,56955,39957,6625,56962,46167,18512,9920,686,79,89,z,56029,5943269,56964,47378,22810,8683,644,81,86,z,56053,6015596,56961,45961,15415,10070,649,93,84,z,56018,5893766,56956,46701,12383,8466,z,z,z,z,z,z,1006,341,258,z,76,33,75,56956,48906,7945,37,68,70,12,81,32,17,1,0,0,z,106,83,40,15,1,0,0,z,107,81,27,18,1,0,0,z,105,82,22,15,z,z,z,z,z,z,2,1,0,z,0,0,0,86,14,0,0
201718,Academic year,National,E92000001,England,Final,School religious character,Sikh,State-funded mainstream schools,Total,5,280,208,39,280,224,91,54,0,0,2,z,278,29382,280,253,170,25,0,0,2,z,278,30628,280,242,115,36,0,0,2,z,278,29901,280,232,57,45,z,z,z,z,z,z,1,0,0,z,0,2,0,280,233,45,2,0,74,14,80,33,19,0,0,1,z,106,90,61,9,0,0,1,z,110,86,41,13,0,0,1,z,108,83,20,16,z,z,z,z,z,z,0,0,0,z,0,1,0,83,16,1,0
201718,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Boys,4004,92021,55897,7690,92059,65906,21555,23574,1956,232,216,z,89229,9271042,92057,67247,26735,22502,1801,239,200,z,89722,9403253,92056,69565,23336,20101,1652,297,191,z,89615,9361782,92025,67668,13826,19130,z,z,z,z,z,z,3050,1057,699,z,186,122,113,92024,74004,17784,119,117,61,8,72,23,26,2,0,0,z,104,73,29,24,2,0,0,z,105,76,25,22,2,0,0,z,104,74,15,21,z,z,z,z,z,z,3,1,1,z,0,0,0,80,19,0,0
201718,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Girls,4002,88802,60467,9812,88827,69782,27647,17434,1137,162,128,z,87090,9195836,88828,72187,33512,15212,1062,172,121,z,87383,9328907,88828,67283,18554,19908,1049,200,116,z,87141,9055213,88804,75085,22066,11161,z,z,z,z,z,z,1485,504,316,z,117,63,73,88804,75065,13584,64,91,68,11,79,31,20,1,0,0,z,106,81,38,17,1,0,0,z,107,76,21,22,1,0,0,z,104,85,25,13,z,z,z,z,z,z,2,1,0,z,0,0,0,85,15,0,0
201718,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Total,4011,180823,116364,17502,180886,135688,49202,41008,3093,394,344,z,176319,18466878,180885,139434,60247,37714,2863,411,321,z,177105,18732160,180884,136848,41890,40009,2701,497,307,z,176756,18416995,180829,142753,35892,30291,z,z,z,z,z,z,4535,1561,1015,z,303,185,186,180828,149069,31368,183,208,64,10,75,27,23,2,0,0,z,105,77,33,21,2,0,0,z,106,76,23,22,1,0,0,z,104,79,20,17,z,z,z,z,z,z,3,1,1,z,0,0,0,82,17,0,0
201718,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Boys,16020,318704,192665,26494,319069,228455,76684,76482,12069,812,771,z,304244,31702437,319043,233560,95128,72070,11526,853,719,z,305558,32137302,319009,239392,81340,66300,10963,1028,707,z,305488,31966002,318769,230497,46859,65909,z,z,z,z,z,z,10401,4085,3348,z,3499,467,526,318736,254900,62720,478,638,60,8,72,24,24,4,0,0,z,104,73,30,23,4,0,0,z,105,75,25,21,3,0,0,z,105,72,15,21,z,z,z,z,z,z,3,1,1,z,1,0,0,80,20,0,0
201718,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Girls,15828,304778,208396,35260,305053,241298,99247,56470,5824,519,448,z,297461,31509257,305042,250463,119462,47655,5594,551,432,z,298081,31943058,304992,231497,65857,66159,5620,662,414,z,297517,30975796,304850,257123,76967,37537,z,z,z,z,z,z,4827,1723,1359,z,1644,253,341,304815,258759,45355,268,433,68,12,79,33,19,2,0,0,z,106,82,39,16,2,0,0,z,107,76,22,22,2,0,0,z,104,84,25,12,z,z,z,z,z,z,2,1,0,z,1,0,0,85,15,0,0
201718,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Total,16109,623482,401061,61754,624122,469753,175931,132952,17893,1331,1219,z,601705,63211694,624085,484023,214590,119725,17120,1404,1151,z,603639,64080360,624001,470889,147197,132459,16583,1690,1121,z,603005,62941798,623619,487620,123826,103446,z,z,z,z,z,z,15228,5808,4707,z,5143,720,867,623551,513659,108075,746,1071,64,10,75,28,21,3,0,0,z,105,78,34,19,3,0,0,z,106,75,24,21,3,0,0,z,104,78,20,17,z,z,z,z,z,z,2,1,1,z,1,0,0,82,17,0,0
201718,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Boys,85,410,9,0,419,57,5,191,136,20,15,z,236,21902,419,37,2,207,136,29,10,z,243,22455,419,31,2,213,128,38,9,z,237,21438,410,35,0,176,z,z,z,z,z,z,54,64,35,z,9,26,11,410,81,280,30,19,2,0,14,1,46,32,5,4,z,93,9,0,49,32,7,2,z,92,7,0,51,31,9,2,z,90,9,0,43,z,z,z,z,z,z,13,16,9,z,2,6,3,20,68,7,5
201718,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Girls,31,53,2,0,55,9,2,27,16,1,2,z,34,3207,55,9,0,26,16,2,2,z,34,3223,55,6,0,28,15,3,3,z,34,3070,53,3,0,27,z,z,z,z,z,z,12,6,1,z,1,1,2,53,8,40,3,2,4,0,16,4,49,29,2,4,z,94,16,0,47,29,4,4,z,95,11,0,51,27,5,5,z,90,6,0,51,z,z,z,z,z,z,23,11,2,z,2,2,4,15,75,6,4
201718,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Total,87,463,11,0,474,66,7,218,152,21,17,z,270,25109,474,46,2,233,152,31,12,z,277,25678,474,37,2,241,143,41,12,z,271,24508,463,38,0,203,z,z,z,z,z,z,66,70,36,z,10,27,13,463,89,320,33,21,2,0,14,1,46,32,4,4,z,93,10,0,49,32,7,3,z,93,8,0,51,30,9,3,z,90,8,0,44,z,z,z,z,z,z,14,15,8,z,2,6,3,19,69,7,5
201718,Academic year,National,E92000001,England,Final,School type,Converter academies,Converter academies,Boys,2763,65031,41508,6130,65059,48531,16657,15012,1157,140,138,z,63421,6629502,65057,49451,20453,14243,1061,143,127,z,63682,6716333,65056,50855,17976,12775,979,172,123,z,63601,6679845,65034,49463,10688,12596,z,z,z,z,z,z,1789,569,389,z,105,61,62,65032,54040,10869,59,64,64,9,75,26,23,2,0,0,z,105,76,31,22,2,0,0,z,105,78,28,20,2,0,0,z,105,76,16,19,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201718,Academic year,National,E92000001,England,Final,School type,Converter academies,Converter academies,Girls,2760,62732,44552,7741,62742,50964,21166,10839,675,102,78,z,61751,6557694,62744,52580,25419,9323,622,110,72,z,61897,6647382,62743,49092,14239,12653,635,122,70,z,61725,6444621,62734,54381,16834,6916,z,z,z,z,z,z,850,281,161,z,77,35,33,62734,54482,8169,37,46,71,12,81,34,17,1,0,0,z,106,84,41,15,1,0,0,z,107,78,23,20,1,0,0,z,104,87,27,11,z,z,z,z,z,z,1,0,0,z,0,0,0,87,13,0,0
