time_period,time_identifier,geographic_level,country_code,country_name,version,breakdown_topic,breakdown,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201819,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Other,1,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c
201819,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Total,227,2680,1890,360,3756,3037,1475,566,128,16,9,z,3593,384993,3697,3116,1704,424,120,29,8,z,3539,384146,3753,3148,1340,451,123,23,8,z,3591,383586,2683,2054,543,450,48,29,21,12,6,9,z,z,z,26,z,5,23,2613,2327,254,5,27,71,13,81,39,15,3,0,0,z,107,84,46,11,3,1,0,z,109,84,36,12,3,1,0,z,107,77,20,17,2,1,1,0,0,0,z,z,z,1,z,0,1,89,10,0,1
201819,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Boys,10328,211423,130746,19070,211511,149408,49351,56104,5092,412,412,z,205103,21239695,211505,160512,68016,45248,4765,476,402,z,205684,21711274,211488,169577,63428,36480,4421,524,397,z,205942,21731683,211445,156590,32796,44645,4887,2638,966,520,326,122,z,z,z,268,z,270,213,211432,173660,37231,299,242,62,9,71,23,27,2,0,0,z,104,76,32,21,2,0,0,z,106,80,30,17,2,0,0,z,106,74,16,21,2,1,0,0,0,0,z,z,z,0,z,0,0,82,18,0,0
201819,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Girls,10322,206154,145679,26574,206238,163072,67833,39600,2898,337,229,z,202466,21398232,206235,172719,86500,30107,2713,354,223,z,202791,21819266,206216,165291,51296,37446,2728,423,217,z,202633,21247285,206180,175750,53061,25540,2351,1213,408,249,152,84,z,z,z,141,z,154,138,206168,178507,27332,180,149,71,13,79,33,19,1,0,0,z,106,84,42,15,1,0,0,z,108,80,25,18,1,0,0,z,105,85,26,12,1,1,0,0,0,0,z,z,z,0,z,0,0,87,13,0,0
201819,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Other,4,4,0,0,4,0,0,2,1,0,1,z,2,178,4,0,0,2,1,0,1,z,2,176,4,1,0,2,1,0,0,z,3,280,4,0,0,1,0,0,0,0,0,1,z,z,z,0,z,1,1,4,0,3,1,0,0,0,0,0,50,25,0,25,z,89,0,0,50,25,0,25,z,88,25,0,50,25,0,0,z,93,0,0,25,0,0,0,0,0,25,z,z,z,0,z,25,25,0,75,25,0
201819,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Total,10367,417581,276425,45644,417753,312480,117184,95706,7991,749,642,z,407571,42638105,417744,333231,154516,75357,7479,830,626,z,408477,43530716,417708,334869,114724,73928,7150,947,614,z,408578,42979248,417629,332340,85857,70186,7238,3851,1374,769,478,207,z,z,z,409,z,425,352,417604,352167,64566,480,391,66,11,75,28,23,2,0,0,z,105,80,37,18,2,0,0,z,107,80,27,18,2,0,0,z,105,80,21,17,2,1,0,0,0,0,z,z,z,0,z,0,0,84,15,0,0
201819,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Boys,1347,30473,16285,1817,30491,18736,5088,10662,892,106,87,z,29260,2967812,30491,20229,7240,9204,843,121,86,z,29401,3035398,30492,22171,7117,7296,791,136,83,z,29414,3053795,30473,20703,3679,7649,1007,538,238,118,57,35,z,z,z,25,z,60,43,30474,22877,7489,65,43,53,6,61,17,35,3,0,0,z,101,66,24,30,3,0,0,z,103,73,23,24,3,0,0,z,104,68,12,25,3,2,1,0,0,0,z,z,z,0,z,0,0,75,25,0,0
201819,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Girls,1349,29705,18672,2573,29713,21185,7184,7917,492,65,46,z,29050,3009860,29712,22685,9669,6438,464,68,48,z,29104,3070113,29713,21888,5481,7223,453,86,48,z,29073,3003478,29705,24008,6139,4685,486,276,87,54,16,22,z,z,z,21,z,30,20,29705,24203,5448,32,22,63,9,71,24,27,2,0,0,z,104,76,33,22,2,0,0,z,105,74,18,24,2,0,0,z,103,81,21,16,2,1,0,0,0,0,z,z,z,0,z,0,0,81,18,0,0
201819,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Total,1353,60178,34957,4390,60204,39921,12272,18579,1384,171,133,z,58310,5977672,60203,42914,16909,15642,1307,189,134,z,58505,6105511,60205,44059,12598,14519,1244,222,131,z,58487,6057273,60178,44711,9818,12334,1493,814,325,172,73,57,z,z,z,46,z,90,63,60179,47080,12937,97,65,58,7,66,20,31,2,0,0,z,103,71,28,26,2,0,0,z,104,73,21,24,2,0,0,z,104,74,16,20,2,1,1,0,0,0,z,z,z,0,z,0,0,78,21,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Boys,15099,322516,197961,28435,322648,225796,73486,87837,7529,715,645,z,312904,32346501,322628,242068,101094,71983,7017,808,626,z,313910,33059794,322626,257002,95256,57413,6531,895,619,z,314199,33113056,322538,238272,49559,68285,7768,4069,1504,826,492,212,z,z,z,371,z,432,307,322527,263236,58463,472,356,61,9,70,23,27,2,0,0,z,103,75,31,22,2,0,0,z,105,80,30,18,2,0,0,z,105,74,15,21,2,1,0,0,0,0,z,z,z,0,z,0,0,82,18,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Girls,15091,313619,220183,39643,313733,246204,100822,62270,4237,555,334,z,308130,32509162,313714,260740,128969,47931,3977,582,330,z,308593,33142244,313710,250259,76540,58282,3978,680,322,z,308360,32300406,313648,267093,80232,39031,3626,1880,636,395,228,136,z,z,z,201,z,233,189,313635,270671,42477,267,220,70,13,78,32,20,1,0,0,z,106,83,41,15,1,0,0,z,107,80,24,19,1,0,0,z,105,85,26,12,1,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Other,5,5,0,0,5,0,0,2,1,0,2,z,2,178,5,0,0,2,1,0,2,z,2,176,5,1,0,2,1,0,1,z,3,280,5,0,0,1,0,0,1,0,0,1,z,z,z,0,z,1,1,5,0,4,1,0,0,0,0,0,40,20,0,40,z,89,0,0,40,20,0,40,z,88,20,0,40,20,0,20,z,93,0,0,20,0,0,20,0,0,20,z,z,z,0,z,20,20,0,80,20,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Total,15153,636140,418144,68078,636386,472000,174308,150109,11767,1270,981,z,621036,64855841,636347,502808,230063,119916,10995,1390,958,z,622505,66202214,636341,507262,171796,115697,10510,1575,942,z,622562,65413742,636191,505365,129791,107317,11394,5949,2141,1221,720,349,z,z,z,572,z,666,497,636167,533907,100944,740,576,66,11,74,27,24,2,0,0,z,104,79,36,19,2,0,0,z,106,80,27,18,2,0,0,z,105,79,20,17,2,1,0,0,0,0,z,z,z,0,z,0,0,84,16,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Boys,15814,328878,197989,28436,329118,226047,73513,88560,12877,807,700,z,313821,32432461,329098,242228,101099,72734,12440,898,672,z,314811,33143218,329096,257134,95265,58270,11841,1009,676,z,315156,33200575,328900,238333,49561,68900,8309,4831,2168,1496,1212,1231,z,z,z,1559,z,497,364,328857,263380,64332,533,612,60,9,69,22,27,4,0,0,z,103,74,31,22,4,0,0,z,105,78,29,18,4,0,0,z,105,72,15,21,3,1,1,0,0,0,z,z,z,0,z,0,0,80,20,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Girls,15700,315697,220194,39643,315847,246260,100830,62345,6194,572,342,z,308255,32521245,315828,260779,128974,48017,5944,597,337,z,308715,33153865,315824,250282,76541,58380,5939,703,330,z,308473,32310786,315726,267117,80232,39108,3748,2054,814,621,532,505,z,z,z,773,z,244,210,315704,270704,44399,278,323,70,13,78,32,20,2,0,0,z,106,83,41,15,2,0,0,z,107,79,24,18,2,0,0,z,105,85,25,12,1,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Other,5,5,0,0,5,0,0,2,1,0,2,z,2,178,5,0,0,2,1,0,2,z,2,176,5,1,0,2,1,0,1,z,3,280,5,0,0,1,0,0,1,0,0,1,z,z,z,0,z,1,1,5,0,4,1,0,0,0,0,0,40,20,0,40,z,89,0,0,40,20,0,40,z,88,20,0,40,20,0,20,z,93,0,0,20,0,0,20,0,0,20,z,z,z,0,z,20,20,0,80,20,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Total,15872,644580,418183,68079,644970,472307,174343,150907,19072,1379,1044,z,622078,64953884,644931,503007,230073,120753,18385,1495,1011,z,623528,66297259,644925,507417,171806,116652,17781,1712,1007,z,623632,65511641,644631,505450,129793,108009,12057,6885,2983,2117,1744,1737,z,z,z,2332,z,742,575,644566,534084,108735,812,935,65,11,73,27,23,3,0,0,z,104,78,36,19,3,0,0,z,106,79,27,18,3,0,0,z,105,78,20,17,2,1,0,0,0,0,z,z,z,0,z,0,0,83,17,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Boys,15905,329311,197996,28436,329568,226091,73519,88755,13043,829,723,z,314048,32453401,329548,242255,101099,72939,12607,925,696,z,315040,33164339,329546,257166,95265,58471,12005,1039,699,z,315383,33221294,329333,238352,49561,69112,8383,4868,2191,1521,1228,1233,z,z,z,1568,z,512,365,329286,263428,64687,558,613,60,9,69,22,27,4,0,0,z,103,74,31,22,4,0,0,z,105,78,29,18,4,0,0,z,105,72,15,21,3,1,1,0,0,0,z,z,z,0,z,0,0,80,20,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Girls,15733,315750,220196,39643,315902,246273,100831,62363,6212,574,346,z,308285,32524108,315883,260787,128974,48039,5963,600,340,z,308745,33156683,315879,250286,76541,58405,5958,707,333,z,308501,32313353,315779,267121,80232,39133,3758,2060,817,622,534,506,z,z,z,773,z,245,210,315756,270712,44439,282,323,70,13,78,32,20,2,0,0,z,106,83,41,15,2,0,0,z,107,79,24,18,2,0,0,z,105,85,25,12,1,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Other,5,5,0,0,5,0,0,2,1,0,2,z,2,178,5,0,0,2,1,0,2,z,2,176,5,1,0,2,1,0,1,z,3,280,5,0,0,1,0,0,1,0,0,1,z,z,z,0,z,1,1,5,0,4,1,0,0,0,0,0,40,20,0,40,z,89,0,0,40,20,0,40,z,88,20,0,40,20,0,20,z,93,0,0,20,0,0,20,0,0,20,z,z,z,0,z,20,20,0,80,20,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Total,15965,645066,418192,68079,645475,472364,174350,151120,19256,1403,1071,z,622335,64977687,645436,503042,230073,120980,18571,1525,1038,z,623787,66321198,645430,507453,171806,116878,17964,1746,1033,z,623887,65534927,645117,505473,129793,108246,12141,6928,3009,2143,1762,1740,z,z,z,2341,z,758,576,645047,534140,109130,841,936,65,11,73,27,23,3,0,0,z,104,78,36,19,3,0,0,z,106,79,27,18,3,0,0,z,105,78,20,17,2,1,0,0,0,0,z,z,z,0,z,0,0,83,17,0,0
201819,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Boys,715,6362,28,1,6470,251,27,723,5348,92,55,z,917,85960,6470,160,5,751,5423,90,46,z,901,83424,6470,132,9,857,5310,114,57,z,957,87519,6362,61,2,615,541,762,664,670,720,1019,z,z,z,1188,z,65,57,6330,144,5869,61,256,0,0,4,0,11,83,1,1,z,94,2,0,12,84,1,1,z,93,2,0,13,82,2,1,z,91,1,0,10,9,12,10,11,11,16,z,z,z,19,z,1,1,2,93,1,4
201819,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Girls,609,2078,11,0,2114,56,8,75,1957,17,8,z,125,12083,2114,39,5,86,1967,15,7,z,122,11621,2114,23,1,98,1961,23,8,z,113,10380,2078,24,0,77,122,174,178,226,304,369,z,z,z,572,z,11,21,2069,33,1922,11,103,1,0,3,0,4,93,1,0,z,97,2,0,4,93,1,0,z,95,1,0,5,93,1,0,z,92,1,0,4,6,8,9,11,15,18,z,z,z,28,z,1,1,2,93,1,5
201819,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Total,719,8440,39,1,8584,307,35,798,7305,109,63,z,1042,98043,8584,199,10,837,7390,105,53,z,1023,95045,8584,155,10,955,7271,137,65,z,1070,97899,8440,85,2,692,663,936,842,896,1024,1388,z,z,z,1760,z,76,78,8399,177,7791,72,359,0,0,4,0,9,85,1,1,z,94,2,0,10,86,1,1,z,93,2,0,11,85,2,1,z,91,1,0,8,8,11,10,11,12,16,z,z,z,21,z,1,1,2,93,1,4
201920,Academic year,National,E92000001,England,Final,School cohort size,1 to 15 pupils,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School cohort size,16 to 30 pupils,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School cohort size,31 to 60 pupils,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School cohort size,61 to 90 pupils,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School cohort size,91+ pupils,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School phase,Junior,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School phase,Middle,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School phase,Other,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School phase,Primary,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Church of England,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Jewish,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Methodist,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Muslim,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,No religious character,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Other Christian faith,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Other religious character,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Roman Catholic,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School religious character,Sikh,State-funded mainstream schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Boys,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Girls,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Total,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Boys,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Girls,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
